"PointID"	"x"	"y"	"Displacement_1"	"Displacement_2"	"Sxx"	"Syy"	"Sxy"	"Von_Mises_Stress"
33	1.900000000000000e+01	0.000000000000000e+00	3.172332056645645e-03	-2.485758643597508e-02	1.276325930732431e+03	3.477197097234195e+01	1.772975151308342e+01	1.242060228552069e+03	
34	2.000000000000000e+01	0.000000000000000e+00	3.296693305199473e-03	-2.430153691985684e-02	1.234423719152176e+03	3.362981995953524e+01	1.771460028189322e+01	1.201316451477651e+03	
35	2.100000000000000e+01	0.000000000000000e+00	3.416889004380531e-03	-2.372509426591095e-02	1.192553256763782e+03	3.249025255930694e+01	1.770506930450154e+01	1.160603313643478e+03	
36	2.200000000000000e+01	0.000000000000000e+00	3.532921241109886e-03	-2.312894684448502e-02	1.150697691106839e+03	3.135192177393809e+01	1.769838541455370e+01	1.119905300777075e+03	
37	2.300000000000000e+01	0.000000000000000e+00	3.644790871929886e-03	-2.251378388944584e-02	1.108846622517093e+03	3.021398411587302e+01	1.769261390182849e+01	1.079212899742722e+03	
38	2.400000000000000e+01	0.000000000000000e+00	3.752498034879450e-03	-2.188029548351150e-02	1.066994035318919e+03	2.907594385485280e+01	1.768644597855554e+01	1.038520681582134e+03	
39	2.500000000000000e+01	0.000000000000000e+00	3.856042490952656e-03	-2.122917248662004e-02	1.025136839701205e+03	2.793754083335303e+01	1.767900241055651e+01	9.978259518410337e+02	
40	2.600000000000000e+01	0.000000000000000e+00	3.955423850992819e-03	-2.056110645577100e-02	9.832739439506913e+02	2.679867790908132e+01	1.766965949958838e+01	9.571278921945041e+02	
41	2.700000000000000e+01	0.000000000000000e+00	4.050641735830102e-03	-1.987678958226373e-02	9.414057827567208e+02	2.565938333236431e+01	1.765789465487457e+01	9.164271236891907e+02	
42	2.800000000000000e+01	0.000000000000000e+00	4.141695911072228e-03	-1.917691465652532e-02	8.995342516134338e+02	2.451980455865342e+01	1.764314427717563e+01	8.757256446596297e+02	
43	2.900000000000000e+01	0.000000000000000e+00	4.228586434497728e-03	-1.846217505867746e-02	8.576630261101964e+02	2.338023207861418e+01	1.762466466899994e+01	8.350271226947793e+02	
44	3.000000000000000e+01	0.000000000000000e+00	4.311313853186094e-03	-1.773326476178005e-02	8.157982733671219e+02	2.224115398511307e+01	1.760138923979465e+01	7.943375462198389e+02	
45	3.100000000000000e+01	0.000000000000000e+00	4.389879489900398e-03	-1.699087832162364e-02	7.739497884264657e+02	2.110334414382806e+01	1.757177702036268e+01	7.536662643767626e+02	
46	3.200000000000000e+01	0.000000000000000e+00	4.464285862076227e-03	-1.623571080960825e-02	7.321326026050031e+02	1.996798880665285e+01	1.753365264178691e+01	7.130274560256461e+02	
47	3.300000000000000e+01	0.000000000000000e+00	4.534537282043097e-03	-1.546845762068131e-02	6.903691117176469e+02	1.883685764950294e+01	1.748404808304771e+01	6.724420688827578e+02	
48	3.400000000000000e+01	0.000000000000000e+00	4.600640691012636e-03	-1.468981405351865e-02	6.486917496511285e+02	1.771252636004371e+01	1.741906695039110e+01	6.319402470160524e+02	
49	3.500000000000000e+01	0.000000000000000e+00	4.662606780084612e-03	-1.390047451121329e-02	6.071461780995078e+02	1.659865813927004e+01	1.733381374337643e+01	5.915642126825691e+02	
50	3.600000000000000e+01	0.000000000000000e+00	4.720451444492838e-03	-1.310113110265319e-02	5.657948596972794e+02	1.550035185228293e+01	1.722245809385840e+01	5.513714697148790e+02	
51	3.700000000000000e+01	0.000000000000000e+00	4.774197596899720e-03	-1.229247133034691e-02	5.247207028404587e+02	1.442456248681908e+01	1.707855155737749e+01	5.114380300222241e+02	
52	3.800000000000000e+01	0.000000000000000e+00	4.823877323605127e-03	-1.147517441765763e-02	4.840301813836055e+02	1.338059866623687e+01	1.689579183808254e+01	4.718611033337845e+02	
53	3.900000000000000e+01	0.000000000000000e+00	4.869534289302290e-03	-1.064990563559349e-02	4.438548439715552e+02	1.238068404383057e+01	1.666956688243140e+01	4.327602668054533e+02	
54	4.000000000000000e+01	0.000000000000000e+00	4.911226157763061e-03	-9.817307696674936e-03	4.043492985440641e+02	1.144056227568821e+01	1.639990419870483e+01	3.942754144844933e+02	
55	4.100000000000000e+01	0.000000000000000e+00	4.949026552093082e-03	-8.977987795436569e-03	3.656820223480952e+02	1.057983315386663e+01	1.609695445457236e+01	3.565585681783346e+02	
56	4.200000000000000e+01	0.000000000000000e+00	4.983025609960272e-03	-8.132498069596232e-03	3.280124658661852e+02	9.822237215136953e+00	1.579194893506043e+01	3.197539119599268e+02	
57	4.300000000000000e+01	0.000000000000000e+00	5.013327337466361e-03	-7.281305421455440e-03	2.914369107978974e+02	9.189931445084998e+00	1.555729964750149e+01	2.839568200326866e+02	
58	4.400000000000000e+01	0.000000000000000e+00	5.040039664233942e-03	-6.424744584577835e-03	2.558821927855614e+02	8.709528636857357e+00	1.556224169490491e+01	2.491245860380918e+02	
59	4.500000000000000e+01	0.000000000000000e+00	5.063250157307236e-03	-5.562934097033379e-03	2.207777671672655e+02	8.282310527793433e+00	1.613646376576396e+01	2.149322240704567e+02	
60	4.600000000000000e+01	0.000000000000000e+00	5.082958239811594e-03	-4.695655608070485e-03	1.846645273821065e+02	8.070137611194729e+00	1.834188671570410e+01	1.803642917312837e+02	
61	4.700000000000000e+01	0.000000000000000e+00	5.098949473212200e-03	-3.821926791704276e-03	1.412836131257439e+02	4.971916797792975e+00	2.332111706110028e+01	1.440707345706049e+02	
62	4.800000000000000e+01	0.000000000000000e+00	5.110156837749983e-03	-2.940104236170599e-03	8.076185111101009e+01	6.755239670689761e+00	4.516364600923647e+01	1.167732769955054e+02	
63	4.900000000000000e+01	0.000000000000000e+00	5.113924641575335e-03	-2.041214298893282e-03	-1.142288905024949e+02	-8.804755260185155e+01	6.970440565746756e+01	1.418459697224805e+02	
64	5.000000000000000e+01	0.000000000000000e+00	5.091809089362010e-03	-1.131725866124783e-03	-7.266522867985254e+02	-3.100875179782582e+01	5.446783116759324e+02	1.292523802732022e+03	
65	5.100000000000000e+01	0.000000000000000e+00	4.969688427916946e-03	0.000000000000000e+00	-2.446811144876413e+03	-3.365329929470323e+03	-4.543470049956388e+02	1.292053234756952e+03	
66	5.200000000000000e+01	1.000000000000000e+00	4.332759507690382e-03	3.827975239146755e-04	1.309180165974214e+03	2.785185866448532e+03	-1.056519267991824e+02	1.491054038718316e+03	
67	5.200000000000000e+01	2.000000000000000e+00	3.457044139880678e-03	4.781476395105150e-04	2.984397086290527e+02	6.013052917600054e+02	-1.930180624540059e+02	4.906642958064568e+02	
68	5.200000000000000e+01	3.000000000000000e+00	2.583250851373059e-03	4.844769858543939e-04	7.149274442197205e+01	-1.360947968019227e+01	-5.347079573548854e+01	1.366707449803372e+02	
69	5.200000000000000e+01	4.000000000000000e+00	1.720244012753674e-03	4.704061584053719e-04	1.346909966065857e+01	-1.467603266438380e+02	-8.661245561049352e+00	1.611630781306416e+02	
70	5.200000000000000e+01	5.000000000000000e+00	8.660444950934085e-04	4.535835242057372e-04	5.261622416386986e-01	-1.535805063785374e+02	7.668069471862682e+00	1.548678871519529e+02	
71	5.200000000000000e+01	6.000000000000000e+00	1.715100977085142e-05	4.389300583736493e-04	-2.153167097767871e+00	-1.257156325352716e+02	1.304892597439822e+01	1.262884822196213e+02	
72	5.200000000000000e+01	7.000000000000000e+00	-8.289858898940190e-04	4.278456190164658e-04	-2.126033265666783e+00	-8.924236278806464e+01	1.397759505991101e+01	9.149178938074392e+01	
73	5.200000000000000e+01	8.000000000000000e+00	-1.674343430720136e-03	4.204877429590307e-04	-1.617219519205958e+00	-5.405750909331833e+01	1.256984186826190e+01	5.815485937554314e+01	
74	5.200000000000000e+01	9.000000000000000e+00	-2.520445043018600e-03	4.164103739562091e-04	-1.395827052562690e+00	-2.544936422548851e+01	9.663138486374059e+00	3.085575525176298e+01	
75	5.200000000000000e+01	1.000000000000000e+01	-3.368339391357452e-03	4.147599594752645e-04	-1.744779630183881e+00	-7.058042284589419e+00	5.839953465129194e+00	1.283164003291078e+01	
76	5.200000000000000e+01	1.100000000000000e+01	-4.218393056267590e-03	4.143801166886899e-04	-1.948705691528021e+00	-2.132200811829399e-02	2.318632716059749e+00	5.021856086249831e+00	
77	5.100000000000000e+01	1.200000000000000e+01	-5.069605036591274e-03	-4.375230647587564e-04	8.119711021122089e-02	-1.858880186714102e+00	2.291735431532081e+00	4.977158332884660e+00	
78	5.000000000000000e+01	1.200000000000000e+01	-5.069238730222415e-03	-1.290579650327348e-03	-6.529763408925636e+00	-1.454352698610996e+00	5.695376929184030e+00	1.247032747526316e+01	
79	4.900000000000000e+01	1.200000000000000e+01	-5.067659310039696e-03	-2.145813545008684e-03	-2.394114711444890e+01	-9.304485198757351e-01	9.389479481150023e+00	2.970086782432528e+01	
80	4.800000000000000e+01	1.200000000000000e+01	-5.063777424514110e-03	-3.002987049080238e-03	-5.113720955524599e+01	-1.053304497326757e+00	1.241027246166842e+01	5.589684245234296e+01	
81	4.700000000000000e+01	1.200000000000000e+01	-5.056764832237446e-03	-3.861364065821620e-03	-8.552934986726746e+01	-1.687680033688408e+00	1.463585336541053e+01	8.880460807535876e+01	
82	4.600000000000000e+01	1.200000000000000e+01	-5.046042351053988e-03	-4.719990207339797e-03	-1.248240520431159e+02	-2.643024820380601e+00	1.616023840281087e+01	1.263836090406724e+02	
83	4.500000000000000e+01	1.200000000000000e+01	-5.031229312390411e-03	-5.577828045489407e-03	-1.672293467982294e+02	-3.787638806188610e+00	1.711440677193437e+01	1.669874354194844e+02	
84	4.400000000000000e+01	1.200000000000000e+01	-5.012097163317809e-03	-6.433828507015794e-03	-2.113968622320109e+02	-5.040950490322386e+00	1.762960938593930e+01	2.093465424102981e+02	
85	4.300000000000000e+01	1.200000000000000e+01	-4.988530111475505e-03	-7.286970871843367e-03	-2.563534484606647e+02	-6.351466414933887e+00	1.782861687138145e+01	2.525320362745684e+02	
86	4.200000000000000e+01	1.200000000000000e+01	-4.960491118516204e-03	-8.136283951371830e-03	-3.014444986691693e+02	-7.683410717281991e+00	1.781946835067632e+01	2.959150395026915e+02	
87	4.100000000000000e+01	1.200000000000000e+01	-4.927993104826124e-03	-8.980853948668717e-03	-3.462764943304367e+02	-9.011595595805870e+00	1.768982493033237e+01	3.391155135683768e+02	
88	4.000000000000000e+01	1.200000000000000e+01	-4.891076144154345e-03	-9.819822948437798e-03	-3.906547495130134e+02	-1.031993965188816e+01	1.750439454902656e+01	3.819426434770151e+02	
89	3.900000000000000e+01	1.200000000000000e+01	-4.849791043047370e-03	-1.065238173581515e-02	-4.345217005526841e+02	-1.160034174212437e+01	1.730614757693450e+01	4.243353470004458e+02	
90	3.800000000000000e+01	1.200000000000000e+01	-4.804188818037231e-03	-1.147776014943355e-02	-4.779032004584591e+02	-1.285090467287545e+01	1.712019493640575e+01	4.663111001403292e+02	
91	3.700000000000000e+01	1.200000000000000e+01	-4.754314913909397e-03	-1.229521728033429e-02	-5.208673849577102e+02	-1.407379319376079e+01	1.695864284706267e+01	5.079272850732294e+02	
92	3.600000000000000e+01	1.200000000000000e+01	-4.700206780296432e-03	-1.310403285173263e-02	-5.634967907577570e+02	-1.527327833738337e+01	1.682513867537833e+01	5.492552782962714e+02	
93	3.500000000000000e+01	1.200000000000000e+01	-4.641893548443943e-03	-1.390350032439325e-02	-6.058717493575202e+02	-1.645428682544472e+01	1.671847053414567e+01	5.903651193674598e+02	
94	3.400000000000000e+01	1.200000000000000e+01	-4.579396840439801e-03	-1.469292176235722e-02	-6.480620623456963e+02	-1.762150558644070e+01	1.663509185985173e+01	6.313178286185675e+02	
95	3.300000000000000e+01	1.200000000000000e+01	-4.512732055310362e-03	-1.547160423067334e-02	-6.901240690041444e+02	-1.877893689094528e+01	1.657071495172673e+01	6.721626594717490e+02	
96	3.200000000000000e+01	1.200000000000000e+01	-4.441909736331754e-03	-1.623885740335397e-02	-7.321008241875759e+02	-1.992975747079130e+01	1.652120714512175e+01	7.129371847579918e+02	
97	3.100000000000000e+01	1.200000000000000e+01	-4.366936811582499e-03	-1.699399206254475e-02	-7.740238052725225e+02	-2.107635351902494e+01	1.648301808059928e+01	7.536687764809334e+02	
98	3.000000000000000e+01	1.200000000000000e+01	-4.287817620803485e-03	-1.773631921650707e-02	-8.159151593316151e+02	-2.222043839984981e+01	1.645331799018111e+01	7.943765836972391e+02	
99	2.900000000000000e+01	1.200000000000000e+01	-4.204554712761919e-03	-1.846514962357150e-02	-8.577899319527321e+02	-2.336319484663121e+01	1.642997517504882e+01	8.350735033124598e+02	
100	2.800000000000000e+01	1.200000000000000e+01	-4.117149434317307e-03	-1.917979356561556e-02	-8.996580038814377e+02	-2.450540967581025e+01	1.641145417116592e+01	8.757678953106746e+02	
101	2.700000000000000e+01	1.200000000000000e+01	-4.025602348148162e-03	-1.987956076138610e-02	-9.415256284893703e+02	-2.564758624500529e+01	1.639668225353383e+01	9.164649436945554e+02	
102	2.600000000000000e+01	1.200000000000000e+01	-3.929913520824533e-03	-2.056376034596064e-02	-9.833965500588439e+02	-2.679002808127761e+01	1.638490915559531e+01	9.571676440844439e+02	
103	2.500000000000000e+01	1.200000000000000e+01	-3.830082721790447e-03	-2.123170086891531e-02	-1.025272719045923e+03	-2.793289360984861e+01	1.637556867874058e+01	9.978774295468693e+02	
104	2.400000000000000e+01	1.200000000000000e+01	-3.726109571579400e-03	-2.188269028246488e-02	-1.067154623636178e+03	-2.907622213232333e+01	1.636814159917565e+01	1.038594450161583e+03	
105	2.300000000000000e+01	1.200000000000000e+01	-3.617993676005536e-03	-2.251603590474952e-02	-1.109041240984934e+03	-3.021992979765171e+01	1.636201460578676e+01	1.079317508224381e+03	
106	2.200000000000000e+01	1.200000000000000e+01	-3.505734783873598e-03	-2.313104435489891e-02	-1.150929586468889e+03	-3.136377570103978e+01	1.635632654054596e+01	1.120043625182464e+03	
107	2.100000000000000e+01	1.200000000000000e+01	-3.389333009232204e-03	-2.372702146796931e-02	-1.192813809021938e+03	-3.250729167871827e+01	1.634979337771097e+01	1.160767193352365e+03	
108	2.000000000000000e+01	1.200000000000000e+01	-3.268789165764837e-03	-2.430327221228895e-02	-1.234683751534623e+03	-3.364967158469343e+01	1.634050442020527e+01	1.201478634658145e+03	
109	1.900000000000000e+01	1.200000000000000e+01	-3.144105270191054e-03	-2.485910065161048e-02	-1.276522869984243e+03	-3.478960832232889e+01	1.632568746887519e+01	1.242162471419444e+03	
110	1.800000000000000e+01	1.200000000000000e+01	-3.015285282888843e-03	-2.539381002345088e-02	-1.318305393748527e+03	-3.592507030032544e+01	1.630144656396823e+01	1.282794700101083e+03	
111	1.700000000000000e+01	1.200000000000000e+01	-2.882336165596051e-03	-2.590670304648341e-02	-1.359992612128867e+03	-3.705299933227008e+01	1.626248839806948e+01	1.323339371900496e+03	
112	1.600000000000000e+01	1.200000000000000e+01	-2.745269346254794e-03	-2.639708262912464e-02	-1.401528206931647e+03	-3.816891469291657e+01	1.620187053995252e+01	1.363744317007285e+03	
113	1.500000000000000e+01	1.200000000000000e+01	-2.604102686005136e-03	-2.686425323383220e-02	-1.442832618060209e+03	-3.926639652531473e+01	1.611082838672258e+01	1.403936028955367e+03	
114	1.400000000000000e+01	1.200000000000000e+01	-2.458863039401518e-03	-2.730752326627843e-02	-1.483796540713010e+03	-4.033641043044569e+01	1.597877164363885e+01	1.443813849597072e+03	
115	1.300000000000000e+01	1.200000000000000e+01	-2.309589480812215e-03	-2.772620901801144e-02	-1.524273810274497e+03	-4.136640753247022e+01	1.579359049436648e+01	1.483243781416231e+03	
116	1.200000000000000e+01	1.200000000000000e+01	-2.156337233042400e-03	-2.811964091984444e-02	-1.564074119699922e+03	-4.233907156507749e+01	1.554248780173140e+01	1.522052506462975e+03	
117	1.100000000000000e+01	1.200000000000000e+01	-1.999182274431608e-03	-2.848717320877777e-02	-1.602956226567602e+03	-4.323048596527277e+01	1.521368252114011e+01	1.560022503184137e+03	
118	1.000000000000000e+01	1.200000000000000e+01	-1.838226515588855e-03	-2.882819866825562e-02	-1.640622403301143e+03	-4.400715318151451e+01	1.479966221065888e+01	1.596889594468185e+03	
119	9.000000000000000e+00	1.200000000000000e+01	-1.673603337301603e-03	-2.914217112533797e-02	-1.676715233602181e+03	-4.462132260830967e+01	1.430307151737609e+01	1.632344585472870e+03	
120	8.000000000000000e+00	1.200000000000000e+01	-1.505483127615414e-03	-2.942864021461731e-02	-1.710815867809656e+03	-4.500008315856697e+01	1.374964504290756e+01	1.666042748355499e+03	
121	7.000000000000000e+00	1.200000000000000e+01	-1.334078514364421e-03	-2.968730787003182e-02	-1.742452429406781e+03	-4.503765278919806e+01	1.320959879937515e+01	1.697620363297248e+03	
122	6.000000000000000e+00	1.200000000000000e+01	-1.159647758446759e-03	-2.991812187738256e-02	-1.771076546010415e+03	-4.450559667984772e+01	1.289594714110428e+01	1.726763581062249e+03	
123	5.000000000000000e+00	1.200000000000000e+01	-9.824992909377391e-04	-3.012147254080654e-02	-1.796326263442146e+03	-4.332508765233111e+01	1.321011714335832e+01	1.753200259839200e+03	
124	4.000000000000000e+00	1.200000000000000e+01	-8.029588595032990e-04	-3.029850388758066e-02	-1.817701029278534e+03	-3.985437807421494e+01	1.665906929166172e+01	1.778158826864762e+03	
125	3.000000000000000e+00	1.200000000000000e+01	-6.213362795870224e-04	-3.045269323905064e-02	-1.847933878560184e+03	-4.491552102186918e+01	2.583342011766712e+01	1.803758481615559e+03	
126	2.000000000000000e+00	1.200000000000000e+01	-4.360600749951258e-04	-3.058998662163104e-02	-1.957985125674242e+03	-4.601658272556222e+01	1.196108972998961e+02	1.926875910959718e+03	
127	1.000000000000000e+00	1.200000000000000e+01	-2.324994967312745e-04	-3.075847937312391e-02	-2.355554566468138e+03	-5.837971347039240e+02	1.976525385047436e+02	1.815321046239810e+03	
128	1.000000000000000e+00	1.100000000000000e+01	-1.480405283058520e-04	-3.077076803491996e-02	-1.705979671277277e+03	-4.480703672496205e+02	1.229765441351572e+02	1.281728808597610e+03	
129	2.000000000000000e+00	1.100000000000000e+01	-3.142996180331144e-04	-3.064411724929987e-02	-1.696421996008335e+03	-8.299114703330262e+01	1.236008018968926e+02	1.632258477491391e+03	
130	3.000000000000000e+00	1.100000000000000e+01	-4.823449075334888e-04	-3.050363299026821e-02	-1.647308601534776e+03	-3.417810284874140e+01	6.974706057438161e+01	1.619150584604817e+03	
131	4.000000000000000e+00	1.100000000000000e+01	-6.417175985077753e-04	-3.034903948081250e-02	-1.570272387342878e+03	-1.048462790012558e+01	4.131316239117373e+01	1.561974700196671e+03	
132	5.000000000000000e+00	1.100000000000000e+01	-7.957858301413692e-04	-3.017101535889082e-02	-1.522038921544185e+03	-3.065279163364883e+00	3.319458595046426e+01	1.520423772634902e+03	
133	6.000000000000000e+00	1.100000000000000e+01	-9.459666802370165e-04	-2.996678357472447e-02	-1.485108795866355e+03	-3.039345858617217e-01	3.071434444840252e+01	1.486075018261785e+03	
134	7.000000000000000e+00	1.100000000000000e+01	-1.092825765996256e-03	-2.973505113970592e-02	-1.452452733757840e+03	6.977714503001522e-01	3.054728349441766e+01	1.454434232580568e+03	
135	8.000000000000000e+00	1.100000000000000e+01	-1.236548261464379e-03	-2.947543082526122e-02	-1.421074445156086e+03	1.009242049511816e+00	3.119163257412714e+01	1.423451328703172e+03	
136	9.000000000000000e+00	1.100000000000000e+01	-1.377164624695671e-03	-2.918796854511998e-02	-1.389770983729093e+03	1.024963834853718e+00	3.208509986910355e+01	1.392275541081843e+03	
137	1.000000000000000e+01	1.100000000000000e+01	-1.514643002964357e-03	-2.887296602532215e-02	-1.358073784398606e+03	9.171047086223059e-01	3.297776639298718e+01	1.360590448658793e+03	
138	1.100000000000000e+01	1.100000000000000e+01	-1.648930348483258e-03	-2.853087898217947e-02	-1.325840397107122e+03	7.660003081984801e-01	3.376722959127166e+01	1.328324296563280e+03	
139	1.200000000000000e+01	1.100000000000000e+01	-1.779971010491547e-03	-2.816225960756695e-02	-1.293074153638969e+03	6.107907610009171e-01	3.441896843976896e+01	1.295515108719688e+03	
140	1.300000000000000e+01	1.100000000000000e+01	-1.907714827827229e-03	-2.776772076701266e-02	-1.259839719550292e+03	4.699904419455674e-01	3.493179372719038e+01	1.262244622073199e+03	
141	1.400000000000000e+01	1.100000000000000e+01	-2.032120068445802e-03	-2.734791313170318e-02	-1.226221673184142e+03	3.511637707946953e-01	3.531998961821063e+01	1.228605278770283e+03	
142	1.500000000000000e+01	1.100000000000000e+01	-2.153153819869925e-03	-2.690351030703253e-02	-1.192304262971135e+03	2.559281668747460e-01	3.560388714876949e+01	1.194684207900789e+03	
143	1.600000000000000e+01	1.100000000000000e+01	-2.270791181058543e-03	-2.643519918660009e-02	-1.158162189919066e+03	1.827702367769959e-01	3.580477520634228e+01	1.160556321092927e+03	
144	1.700000000000000e+01	1.100000000000000e+01	-2.385013978516031e-03	-2.594367379244846e-02	-1.123857278208588e+03	1.287059230150742e-01	3.594227820106247e+01	1.126282327826118e+03	
145	1.800000000000000e+01	1.100000000000000e+01	-2.495809391785571e-03	-2.542963145625806e-02	-1.089438248000125e+03	9.026640770631111e-02	3.603317661387829e+01	1.091909310783310e+03	
146	1.900000000000000e+01	1.100000000000000e+01	-2.603168682970368e-03	-2.489377055807998e-02	-1.054942010367455e+03	6.406414445744524e-02	3.609107334426082e+01	1.057472495887055e+03	
